deal_id;type;content
*     5886;DEAL;K-62-AJT985-AK43, A752-T984-72-J62, QJT-AKJ53-64-QT7, 98643-Q7-KQ3-985
*     5886;DIRS;  North      East     South      West
*     5886;BIDS;    1K      passe       1C        1P    
*     5886;RULE;    17                  62       201    
*     5886;BIDS;    2T      passe     passe     passe   
*     5886;RULE;   638                                  
*     5887;DEAL;AJ9-AT8742-54-86, T8643-KQ6-K9-T75, 75-9-AT7632-AK94, KQ2-J53-QJ8-QJ32
*     5887;DIRS;  North      East     South      West
*     5887;BIDS;  passe     passe     passe       1T    
*     5887;RULE;                                  17    
*     5887;BIDS;    1C        1P      passe      1SA    
*     5887;RULE;   190       136                 571    
*     5887;BIDS;  passe     passe     passe   
*     5887;RULE;                              
*     5888;DEAL;A9643-75-KQJ-QJ7, QJ875-J98-82-AT4, T2-KQ43-AT3-8632, K-AT62-97654-K95
*     5888;DIRS;  North      East     South      West
*     5888;BIDS;    1P      passe      1SA      passe   
*     5888;RULE;    16                  50              
*     5888;BIDS;  passe     passe   
*     5888;RULE;                    
*     5889;DEAL;74-KQJ92-KJ-J632, JT52-T86-A952-K5, AK63-73-QT-AT974, Q98-A54-87643-Q8
*     5889;DIRS;  North      East     South      West
*     5889;BIDS;  passe     passe       1T        1K    
*     5889;RULE;                        17       190    
*     5889;BIDS;    1C      passe       1P      passe   
*     5889;RULE;   136                 581              
*     5889;BIDS;  passe     passe   
*     5889;RULE;                    
*     5890;DEAL;A62-QJ953-86-QT4, J75-K-QT9754-J72, Q43-AT764-KJ-865, KT98-82-A32-AK93
*     5890;DIRS;  North      East     South      West
*     5890;BIDS;  passe     passe       1C      passe   
*     5890;RULE;                        19              
*     5890;BIDS;    2C      passe     passe     passe   
*     5890;RULE;    36                                  
*     5891;DEAL;T8-AK53-J63-Q842, A763-Q98-4-K9753, KQJ-T74-AT97-AJT, 9542-J62-KQ852-6
*     5891;DIRS;  North      East     South      West
*     5891;BIDS;  passe     passe      1SA      passe   
*     5891;RULE;                        10              
*     5891;BIDS;    2T      passe       2K      passe   
*     5891;RULE;   272                 302              
*     5891;BIDS;   3SA      passe     passe     passe   
*     5891;RULE;   308                                  
*     5892;DEAL;KJ97-7-QJ8765-T4, A84-KJ83-32-A963, T63-AQ42-K9-KQ75, Q52-T965-AT4-J82
*     5892;DIRS;  North      East     South      West
*     5892;BIDS;  passe       1T      passe      1SA    
*     5892;RULE;              17                  71    
*     5892;BIDS;  passe     passe     passe   
*     5892;RULE;                              
*     5893;DEAL;AK986-Q4-JT42-43, Q53-K62-AK3-KJT2, J72-A983-Q96-Q65, T4-JT75-875-A987
*     5893;DIRS;  North      East     South      West
*     5893;BIDS;  passe      1SA      passe     passe   
*     5893;RULE;              10                        
*     5893;BIDS;  passe   
*     5893;RULE;          
*     5894;DEAL;A63-9-A942-AKQ95, KQJ2-87643-Q65-4, 754-AT5-JT7-J863, T98-KQJ2-K83-T72
*     5894;DIRS;  North      East     South      West
*     5894;BIDS;    1T        1C      passe     passe   
*     5894;RULE;    17       190                        
*     5894;BIDS;  passe   
*     5894;RULE;          
*     5895;DEAL;54-843-QJ75-A972, KQJ2-QT962-92-KT, T73-AJ7-AT63-843, A986-K5-K84-QJ65
*     5895;DIRS;  North      East     South      West
*     5895;BIDS;  passe     passe     passe       1T    
*     5895;RULE;                                  17    
*     5895;BIDS;  passe       1C      passe       1P    
*     5895;RULE;              56                 510    
*     5895;BIDS;  passe     passe     passe   
*     5895;RULE;                              
*     5896;DEAL;64-AT95-Q-AK9654, AQT92-K8762-9-Q2, 853-J3-T8654-JT8, KJ7-Q4-AKJ732-73
*     5896;DIRS;  North      East     South      West
*     5896;BIDS;    1T        1P      passe     passe   
*     5896;RULE;    17       190                        
*     5896;BIDS;  passe   
*     5896;RULE;          
*     5897;DEAL;8542-42-AJT42-87, T96-A75-Q963-AK5, AKJ-KQ86-K-Q9632, Q73-JT93-875-JT4
*     5897;DIRS;  North      East     South      West
*     5897;BIDS;  passe       1K      passe     passe   
*     5897;RULE;              17                        
*     5897;BIDS;  passe   
*     5897;RULE;          
*     5898;DEAL;AK862-4-A-AT9863, QJ953-K9-Q964-Q4, T-QJT5-KT752-K75, 74-A87632-J83-J2
*     5898;DIRS;  North      East     South      West
*     5898;BIDS;    1T        1P      passe     passe   
*     5898;RULE;    15       190                        
*     5898;BIDS;  passe   
*     5898;RULE;          
*     5899;DEAL;AQ9732-A97-K-AK2, 64-T83-8764-QT65, T8-KQJ65-AJ95-J4, KJ5-42-QT32-9873
*     5899;DIRS;  North      East     South      West
*     5899;BIDS;    1P      passe       2C      passe   
*     5899;RULE;    16                  47              
*     5899;BIDS;   2SA      passe     passe     passe   
*     5899;RULE;   401                                  
*     5900;DEAL;K742-8654-AQT-AQ, AJT6-73-J973-J75, 93-A92-K42-98632, Q85-KQJT-865-KT4
*     5900;DIRS;  North      East     South      West
*     5900;BIDS;   1SA      passe     passe     passe   
*     5900;RULE;    10                                  
*     5901;DEAL;QJ976-QJT9-7-QT7, 43-72-K9864-J653, AT85-A543-JT3-A2, K2-K86-AQ52-K984
*     5901;DIRS;  North      East     South      West
*     5901;BIDS;  passe     passe       1K      passe   
*     5901;RULE;                        17              
*     5901;BIDS;    1P      passe       2P      passe   
*     5901;RULE;    56                 435              
*     5901;BIDS;  passe     passe   
*     5901;RULE;                    
*     5902;DEAL;AQ9873-95-QJ2-72, 6-KQT4-AT764-KJ5, 52-AJ86-983-A864, KJT4-732-K5-QT93
*     5902;DIRS;  North      East     South      West
*     5902;BIDS;    2P      passe     passe     passe   
*     5902;RULE;    22                                  
*     5903;DEAL;J9765-JT6-AKQ52, A3-9742-873-JT94, 842-A53-AJT95-76, KQT-KQ8-KQ642-83
*     5903;DIRS;  North      East     South      West
*     5903;BIDS;  passe     passe     passe      1SA    
*     5903;RULE;                                  10    
*     5903;BIDS;  passe     passe     passe   
*     5903;RULE;                              
*     5904;DEAL;Q53-AQ7-T8-KJ654, 742-T93-KJ73-AQ3, AK86-542-AQ4-T97, JT9-KJ86-9652-82
*     5904;DIRS;  North      East     South      West
*     5904;BIDS;    1T      passe      3SA      passe   
*     5904;RULE;    17                  73              
*     5904;BIDS;  passe     passe   
*     5904;RULE;                    
*     5905;DEAL;Q6-J863-AJ9-AKT3, AKT853-AQ7-QT5-4, 972-T95-K76-QJ62, J4-K42-8432-9875
*     5905;DIRS;  North      East     South      West
*     5905;BIDS;   1SA      passe     passe     passe   
*     5905;RULE;    10                                  
*     5906;DEAL;T964-A85-8-A8653, J73-K632-A65-K72, KQ52-JT9-K32-JT9, A8-Q74-QJT974-Q4
*     5906;DIRS;  North      East     South      West
*     5906;BIDS;  passe     passe     passe     passe   
*     5906;RULE;                                        
*     5907;DEAL;J73-QJT9874-43-2, KQ4-AK2-KJT5-T84, A9852-5-A2-AKQ65, T6-63-Q9876-J973
*     5907;DIRS;  North      East     South      West
*     5907;BIDS;  passe      1SA      passe     passe   
*     5907;RULE;              10                        
*     5907;BIDS;  passe   
*     5907;RULE;          
*     5908;DEAL;KT3-87542-KT5-83, 42-A-AQJ743-AQT5, AQ9875-QT3-96-72, J6-KJ96-82-KJ964
*     5908;DIRS;  North      East     South      West
*     5908;BIDS;  passe       1K        1P      passe   
*     5908;RULE;              17       190              
*     5908;BIDS;  passe     passe   
*     5908;RULE;                    
*     5909;DEAL;J9864-6-Q5-Q8753, KQ75-K43-J32-JT6, 32-AJT85-KT84-A9, AT-Q972-A976-K42
*     5909;DIRS;  North      East     South      West
*     5909;BIDS;  passe     passe       1C      passe   
*     5909;RULE;                        16              
*     5909;BIDS;    1P      passe      1SA      passe   
*     5909;RULE;    49                 492              
*     5909;BIDS;  passe     passe   
*     5909;RULE;                    
*     5910;DEAL;J653-A854-KQ83-A, Q97-KQJT73-A5-K2, K842-6-J7-QJ6543, AT-92-T9642-T987
*     5910;DIRS;  North      East     South      West
*     5910;BIDS;    1K        1C        1P      passe   
*     5910;RULE;    17       190       138              
*     5910;BIDS;  passe     passe   
*     5910;RULE;                    
*     5911;DEAL;KQ3-JT963-KJ6-Q4, T965-AK872-2-K76, 84-Q54-954-AJ832, AJ72-AQT873-T95
*     5911;DIRS;  North      East     South      West
*     5911;BIDS;    1C      passe       2C        3K    
*     5911;RULE;    16                  36       260    
*     5911;BIDS;  passe     passe     passe   
*     5911;RULE;                              
*     5912;DEAL;53-763-953-A8764, QT2-KJ5-KT82-T92, 98764-2-QJ4-QJ53, AKJ-AQT984-A76-K
*     5912;DIRS;  North      East     South      West
*     5912;BIDS;  passe     passe     passe       1C    
*     5912;RULE;                                  16    
*     5912;BIDS;  passe       2C      passe      2SA    
*     5912;RULE;              36                 401    
*     5912;BIDS;  passe     passe     passe   
*     5912;RULE;                              
*     5913;DEAL;QJ5432-8-QJ72-J4, KT86-T65-AK98-K8, 9-AKQ9432-53-763, A7-J7-T64-AQT952
*     5913;DIRS;  North      East     South      West
*     5913;BIDS;  passe       1K        1C        2T    
*     5913;RULE;              17       190       140    
*     5913;BIDS;  passe     passe     passe   
*     5913;RULE;                              
*     5914;DEAL;QT973-J5-KQ94-J5, 2-T84-752-K98742, K654-A976-AJ3-Q6, AJ8-KQ32-T86-AT3
*     5914;DIRS;  North      East     South      West
*     5914;BIDS;  passe     passe       1K      passe   
*     5914;RULE;                        17              
*     5914;BIDS;    1P      passe       2P      passe   
*     5914;RULE;    56                 435              
*     5914;BIDS;    3K      passe       3P      passe   
*     5914;RULE;   760                                  
*     5914;BIDS;  passe     passe   
*     5914;RULE;                    
*     5915;DEAL;KT86-AT64-9-AKT7, J753-95-KT643-J6, AQ-J83-QJ2-Q8542, 942-KQ72-A875-93
*     5915;DIRS;  North      East     South      West
*     5915;BIDS;    1T      passe      3SA      passe   
*     5915;RULE;    17                  73              
*     5915;BIDS;  passe     passe   
*     5915;RULE;                    
*     5916;DEAL;64-J62-942-K9532, JT52-943-QJ3-Q64, KQ873-T-A65-JT87, A9-AKQ875-KT87-A
*     5916;DIRS;  North      East     South      West
*     5916;BIDS;  passe     passe       1P      passe   
*     5916;RULE;                        19              
*     5916;BIDS;  passe     passe   
*     5916;RULE;                    
*     5917;DEAL;AT-AQ8762-QJ-KT6, J82-T953-AK632-5, 9754-T84-A87432, KQ63-KJ4-975-QJ9
*     5917;DIRS;  North      East     South      West
*     5917;BIDS;    1C      passe       1P      passe   
*     5917;RULE;    16                  49              
*     5917;BIDS;    3C      passe     passe     passe   
*     5917;RULE;   561                                  
*     5918;DEAL;K964-753-J6-K632, 73-KQJ96-Q854-Q7, 5-42-T9732-AJ954, AQJT82-AT8-AK-T8
*     5918;DIRS;  North      East     South      West
*     5918;BIDS;  passe     passe     passe       1P    
*     5918;RULE;                                  16    
*     5918;BIDS;  passe      1SA       2SA      passe   
*     5918;RULE;              35       253              
*     5918;BIDS;  passe     passe   
*     5918;RULE;                    
*     5919;DEAL;8-KQT8-AT98-AT83, KQ72-K643-K7542, AJ93-95432-QJ52, T654-AJ76-7-QJ96
*     5919;DIRS;  North      East     South      West
*     5919;BIDS;    1K      passe       1C      passe   
*     5919;RULE;    17                  62              
*     5919;BIDS;    2C      passe       3K      passe   
*     5919;RULE;   435                 760              
*     5919;BIDS;    3C      passe     passe     passe   
*     5919;RULE;                                        
*     5920;DEAL;875-764-842-JT75, AJ2-KJ93-AT-AKQ3, KT63-Q2-K7653-96, Q94-AT85-QJ9-842
*     5920;DIRS;  North      East     South      West
*     5920;BIDS;  passe       2T      passe     passe   
*     5920;RULE;              7                         
*     5920;BIDS;  passe   
*     5920;RULE;          
*     5921;DEAL;Q54-T72-Q-AJT843, KJ7-KJ864-K4-K72, A932-AQ95-T96-96, T86-3-AJ87532-Q5
*     5921;DIRS;  North      East     South      West
*     5921;BIDS;  passe       1C      passe      1SA    
*     5921;RULE;              16                  50    
*     5921;BIDS;  passe     passe     passe   
*     5921;RULE;                              
*     5922;DEAL;JT6-A97-K8-J8743, 7532-T3-AQ653-T2, AQ8-642-J942-KQ5, K94-KQJ85-T7-A96
*     5922;DIRS;  North      East     South      West
*     5922;BIDS;  passe     passe       1K        1C    
*     5922;RULE;                        17       190    
*     5922;BIDS;   1SA      passe     passe     passe   
*     5922;RULE;   145                                  
*     5923;DEAL;AQT-AKQJ-K86-QJ6, K86542-643-Q-A94, J97-T975-J95-532, 3-82-AT7432-KT87
*     5923;DIRS;  North      East     South      West
*     5923;BIDS;    2T      passe     passe     passe   
*     5923;RULE;    7                                   
*     5924;DEAL;K9652-AT973-874, AJ4-T9653-QJ852, 87-AKQJ72-K6-KQT, QT3-84-4-AJ96532
*     5924;DIRS;  North      East     South      West
*     5924;BIDS;  passe     passe       1C        3T    
*     5924;RULE;                        16       196    
*     5924;BIDS;  passe     passe     passe   
*     5924;RULE;                              
*     5925;DEAL;Q653-9-53-AKJ863, AKJ87-2-J986-Q54, 42-AQJT763-42-97, T9-K854-AKQT7-T2
*     5925;DIRS;  North      East     South      West
*     5925;BIDS;  passe     passe       3C      passe   
*     5925;RULE;                        23              
*     5925;BIDS;  passe     passe   
*     5925;RULE;                    
*     5926;DEAL;Q753-JT72-76-765, T94-Q5-JT3-AJT43, K6-K983-AK842-K2, AJ82-A64-Q95-Q98
*     5926;DIRS;  North      East     South      West
*     5926;BIDS;  passe     passe      1SA      passe   
*     5926;RULE;                        11              
*     5926;BIDS;  passe     passe   
*     5926;RULE;                    
*     5927;DEAL;AT83-QJ-A974-AJ6, KQJ72-874-52-932, 954-A96-QT8-QT84, 6-KT532-KJ63-K75
*     5927;DIRS;  North      East     South      West
*     5927;BIDS;   1SA      passe     passe     passe   
*     5927;RULE;    10                                  
*     5928;DEAL;QT72-A7532-7542, T7532-KJ43-J-KT9, J8-A865-T864-Q86, AKQ964-9-KQ9-AJ3
*     5928;DIRS;  North      East     South      West
*     5928;BIDS;  passe     passe     passe       1P    
*     5928;RULE;                                  16    
*     5928;BIDS;  passe       2P      passe      2SA    
*     5928;RULE;              36                 401    
*     5928;BIDS;  passe     passe     passe   
*     5928;RULE;                              
*     5929;DEAL;Q5-9732-J982-AT3, T9642-K-Q743-764, J73-AJ865-AT6-K5, AK8-QT4-K5-QJ982
*     5929;DIRS;  North      East     South      West
*     5929;BIDS;  passe     passe       1C       1SA    
*     5929;RULE;                        16       198    
*     5929;BIDS;    3C      passe     passe     passe   
*     5929;RULE;   163                                  
*     5930;DEAL;AKJ8-72-A985-A65, T9-AKT43-QT4-Q93, 76542-Q95-KJ7-72, Q3-J86-632-KJT84
*     5930;DIRS;  North      East     South      West
*     5930;BIDS;   1SA      passe       2C      passe   
*     5930;RULE;    10                 288              
*     5930;BIDS;    3P      passe     passe     passe   
*     5930;RULE;   352                                  
*     5931;DEAL;J8652-2-AT53-964, T9-3-K82-AKQJT83, AQ3-QJ98764-Q6-2, K74-AKT5-J974-75
*     5931;DIRS;  North      East     South      West
*     5931;BIDS;  passe       1T        1C      passe   
*     5931;RULE;              17       190              
*     5931;BIDS;  passe     passe   
*     5931;RULE;                    
*     5932;DEAL;T6-J7-AKJT93-J73, AKQJ83-KQ3-87-AT, 754-T8542-Q4-984, 92-A96-652-KQ652
*     5932;DIRS;  North      East     South      West
*     5932;BIDS;  passe       1P      passe      1SA    
*     5932;RULE;              16                  50    
*     5932;BIDS;  passe       3P      passe     passe   
*     5932;RULE;             565                        
*     5932;BIDS;  passe   
*     5932;RULE;          
*     5933;DEAL;AJ9763-K97-Q8-T8, QT54-AT-J6532-K4, K82-Q86432-Q952, J5-AKT974-AJ763
*     5933;DIRS;  North      East     South      West
*     5933;BIDS;    2P      passe     passe     passe   
*     5933;RULE;    22                                  
*     5934;DEAL;QT72-AQ853-62-Q4, K5-KT9-QJ973-J62, 983-J742-AT4-K93, AJ64-6-K85-AT875
*     5934;DIRS;  North      East     South      West
*     5934;BIDS;  passe     passe     passe       1T    
*     5934;RULE;                                  17    
*     5934;BIDS;    1C      passe     passe     passe   
*     5934;RULE;   190                                  
*     5935;DEAL;QT9732-K5-AJ-JT5, A-AJ87-Q9842-K93, KJ65-T642-T53-Q7, 84-Q93-K76-A8642
*     5935;DIRS;  North      East     South      West
*     5935;BIDS;  passe       1K      passe      1SA    
*     5935;RULE;              17                  71    
*     5935;BIDS;  passe     passe     passe   
*     5935;RULE;                              
*     5936;DEAL;JT8-T82-A-AQT872, 954-AJ3-J53-9643, Q762-K765-KQ7-KJ, AK3-Q94-T98642-5
*     5936;DIRS;  North      East     South      West
*     5936;BIDS;  passe     passe       1K      passe   
*     5936;RULE;                        17              
*     5936;BIDS;    2T      passe      2SA      passe   
*     5936;RULE;    59                 500              
*     5936;BIDS;  passe     passe   
*     5936;RULE;                    
*     5937;DEAL;J6532-K3-KQT7-J9, Q87-QJ82-842-AT4, AK4-A-A965-87652, T9-T97654-J3-KQ3
*     5937;DIRS;  North      East     South      West
*     5937;BIDS;  passe     passe       1T        1C    
*     5937;RULE;                        17       190    
*     5937;BIDS;    1P      passe       2K      passe   
*     5937;RULE;   136                 589              
*     5937;BIDS;  passe     passe   
*     5937;RULE;                    
*     5938;DEAL;QT-5-T842-A86432, K4-AQJ843-AQ973, J7532-K97-K65-QT, A986-T62-J-KJ975
*     5938;DIRS;  North      East     South      West
*     5938;BIDS;  passe       1C        1P        2C    
*     5938;RULE;              16       190       109    
*     5938;BIDS;  passe     passe     passe   
*     5938;RULE;                              
*     5939;DEAL;9764-J-A85-A9432, AT-AQ96-Q732-J65, KQ85-852-KT96-Q8, J32-KT743-J4-KT7
*     5939;DIRS;  North      East     South      West
*     5939;BIDS;  passe       1K      passe       1C    
*     5939;RULE;              17                  62    
*     5939;BIDS;  passe       2C      passe     passe   
*     5939;RULE;             435                        
*     5939;BIDS;  passe   
*     5939;RULE;          
*     5940;DEAL;952-QJ92-Q752-J9, AKQT763-83-A-KT3, J84-T765-K96-762, AK4-JT843-AQ854
*     5940;DIRS;  North      East     South      West
*     5940;BIDS;  passe       1P      passe       2K    
*     5940;RULE;              16                  48    
*     5940;BIDS;  passe       3P      passe     passe   
*     5940;RULE;             568                        
*     5940;BIDS;  passe   
*     5940;RULE;          
*     5941;DEAL;Q-5-AJT8753-AJT9, 643-KJT943-KQ86, K52-AQ876-K964-4, AJT987-2-Q2-7532
*     5941;DIRS;  North      East     South      West
*     5941;BIDS;    1K        1C      passe     passe   
*     5941;RULE;    17       190                        
*     5941;BIDS;  passe   
*     5941;RULE;          
*     5942;DEAL;Q632-KJT4-KQ75-T, J95-A-AT93-AK543, A7-97632-J8-9876, KT84-Q85-642-QJ2
*     5942;DIRS;  North      East     South      West
*     5942;BIDS;  passe       1T      passe      1SA    
*     5942;RULE;              17                  71    
*     5942;BIDS;  passe      2SA      passe     passe   
*     5942;RULE;             496                        
*     5942;BIDS;  passe   
*     5942;RULE;          
*     5943;DEAL;Q9-K2-Q9543-A986, J8742-964-KT8-K7, K63-QT875-62-Q43, AT5-AJ3-AJ7-JT52
*     5943;DIRS;  North      East     South      West
*     5943;BIDS;  passe     passe     passe      1SA    
*     5943;RULE;                                  10    
*     5943;BIDS;  passe       2C      passe     passe   
*     5943;RULE;             288                        
*     5943;BIDS;  passe   
*     5943;RULE;          
*     5944;DEAL;A3-KT52-KQT7-A98, 975-Q98-94-KJT52, JT64-64-A6532-Q6, KQ82-AJ73-J8-743
*     5944;DIRS;  North      East     South      West
*     5944;BIDS;   1SA      passe     passe     passe   
*     5944;RULE;    10                                  
*     5945;DEAL;AKJT42-J42-T8-K5, 87653-Q98-973-74, 9-A63-AKQ62-A986, Q-KT75-J54-QJT32
*     5945;DIRS;  North      East     South      West
*     5945;BIDS;    1P      passe       2K      passe   
*     5945;RULE;    16                  48              
*     5945;BIDS;    2P      passe     passe     passe   
*     5945;RULE;   555                                  
*     5946;DEAL;T9876-KJ-A432-72, AJ5-T9-KQJT7-J43, K4-8732-5-AKQT95, Q32-AQ654-986-86
*     5946;DIRS;  North      East     South      West
*     5946;BIDS;  passe       1K        2T      passe   
*     5946;RULE;              17       191              
*     5946;BIDS;  passe     passe   
*     5946;RULE;                    
*     5947;DEAL;A43-T3-QJ532-K32, KQJ985-65-8-Q765, 6-AKQJ72-KT6-T98, T72-984-A974-AJ4
*     5947;DIRS;  North      East     South      West
*     5947;BIDS;  passe     passe       1C      passe   
*     5947;RULE;                        16              
*     5947;BIDS;   1SA      passe       2C      passe   
*     5947;RULE;    35                 551              
*     5947;BIDS;  passe     passe   
*     5947;RULE;                    
*     5948;DEAL;3-9542-A98764-54, AK98-QT8-KJ-J932, 762-AK-Q532-AK76, QJT54-J763-T-QT8
*     5948;DIRS;  North      East     South      West
*     5948;BIDS;  passe       1T       1SA      passe   
*     5948;RULE;              17       198              
*     5948;BIDS;  passe     passe   
*     5948;RULE;                    
*     5949;DEAL;QJT86-K6-A642-64, K93-94-Q5-QJT872, A542-AQ8532-K8-9, 7-JT7-JT973-AK53
*     5949;DIRS;  North      East     South      West
*     5949;BIDS;  passe     passe       1C      passe   
*     5949;RULE;                        16              
*     5949;BIDS;    1P      passe       2P      passe   
*     5949;RULE;    30                 435              
*     5949;BIDS;  passe     passe   
*     5949;RULE;                    
*     5950;DEAL;A9832-AKQJT6-J-3, J76-42-K9652-K76, K-973-Q743-AJ984, QT54-85-AT8-QT52
*     5950;DIRS;  North      East     South      West
*     5950;BIDS;    1C      passe      2SA      passe   
*     5950;RULE;    16                  37              
*     5950;BIDS;  passe     passe   
*     5950;RULE;                    
*     5951;DEAL;7-2-QJ753-QJ8765, QJT85-8-A64-K932, A64-AK76-KT92-AT, K932-QJT9543-8-4
*     5951;DIRS;  North      East     South      West
*     5951;BIDS;  passe     passe       1K        1C    
*     5951;RULE;                        17       190    
*     5951;BIDS;    2K      passe     passe     passe   
*     5951;RULE;   150                                  
*     5952;DEAL;KQ-AK9-J9763-J75, AJT942-84-AKQ-T9, 75-Q732-T82-K842, 863-JT65-54-AQ63
*     5952;DIRS;  North      East     South      West
*     5952;BIDS;    1K        1P      passe     passe   
*     5952;RULE;    17       190                        
*     5952;BIDS;  passe   
*     5952;RULE;          
*     5953;DEAL;876432-A52-T4-A8, KQT-KQ75-QT9652, 95-K976-A62-KJ73, AJ-QJT843-J983-4
*     5953;DIRS;  North      East     South      West
*     5953;BIDS;  passe       1T      passe       1C    
*     5953;RULE;              17                  62    
*     5953;BIDS;    1P        2T      passe     passe   
*     5953;RULE;   201       677                        
*     5953;BIDS;  passe   
*     5953;RULE;          
*     5954;DEAL;8-AKQ85-AK52-AT4, AKJ742-J2-QJ9-K8, T5-T73-T864-QJ52, Q963-964-73-9763
*     5954;DIRS;  North      East     South      West
*     5954;BIDS;    2T      passe     passe     passe   
*     5954;RULE;    6                                   
*     5955;DEAL;T754-AK65-2-Q873, 3-QT82-QJT853-T6, AQJ962-J74-64-K5, K8-93-AK97-AJ942
*     5955;DIRS;  North      East     South      West
*     5955;BIDS;  passe     passe       1P      passe   
*     5955;RULE;                        19              
*     5955;BIDS;    3P      passe     passe     passe   
*     5955;RULE;    26                                  
*     5956;DEAL;KQJ9432-A-AK9-J4, 86-KQJ853-74-A83, T7-9764-T632-962, A5-T2-QJ85-KQT75
*     5956;DIRS;  North      East     South      West
*     5956;BIDS;    1P        2C      passe     passe   
*     5956;RULE;    16       191                        
*     5956;BIDS;  passe   
*     5956;RULE;          
*     5957;DEAL;AT75-KT4-K-T8754, 43-6532-AJT5-AQJ, KQJ2-AQJ8-4-K963, 986-97-Q987632-2
*     5957;DIRS;  North      East     South      West
*     5957;BIDS;  passe       1K      passe     passe   
*     5957;RULE;              17                        
*     5957;BIDS;  passe   
*     5957;RULE;          
*     5958;DEAL;54-J-AKJ8-KT9853, AQ73-AQT742-6-42, KT82-K83-932-J76, J96-965-QT754-AQ
*     5958;DIRS;  North      East     South      West
*     5958;BIDS;    1T        1C      passe     passe   
*     5958;RULE;    17       190                        
*     5958;BIDS;  passe   
*     5958;RULE;          
*     5959;DEAL;A94-87-AQ72-AT83, K3-K4-T98653-J52, QJ862-A-KJ-KQ974, T75-QJT96532-4-6
*     5959;DIRS;  North      East     South      West
*     5959;BIDS;    1K      passe       1P      passe   
*     5959;RULE;    17                  62              
*     5959;BIDS;   1SA      passe     passe     passe   
*     5959;RULE;   491                                  
*     5960;DEAL;A97-QT5-J9754-64, 62-AJ973-KT2-872, K843-8-AQ3-QT953, QJT5-K642-86-AKJ
*     5960;DIRS;  North      East     South      West
*     5960;BIDS;  passe     passe     passe       1T    
*     5960;RULE;                                  17    
*     5960;BIDS;    1K        1C      passe     passe   
*     5960;RULE;   190       136                        
*     5960;BIDS;  passe   
*     5960;RULE;          
*     5961;DEAL;42-AKQ-AK754-653, AJ9-J95-QJ2-J842, 863-76432-63-AKT, KQT75-T8-T98-Q97
*     5961;DIRS;  North      East     South      West
*     5961;BIDS;    1K      passe       1C        1P    
*     5961;RULE;    17                  62       201    
*     5961;BIDS;  passe     passe     passe   
*     5961;RULE;                              
*     5962;DEAL;KQJ83-KT4-A74-K7, T7642-J2-953-T54, A5-Q973-QJ2-A983, 9-A865-KT86-QJ62
*     5962;DIRS;  North      East     South      West
*     5962;BIDS;    1P      passe       2T      passe   
*     5962;RULE;    16                  48              
*     5962;BIDS;   2SA      passe     passe     passe   
*     5962;RULE;   499                                  
*     5963;DEAL;KQ832-AQ42-2-642, 64-K75-J8-JT9753, T5-T9-AKT6543-KQ, AJ97-J863-Q97-A8
*     5963;DIRS;  North      East     South      West
*     5963;BIDS;  passe     passe       1K      passe   
*     5963;RULE;                        17              
*     5963;BIDS;    1P      passe       2K      passe   
*     5963;RULE;    56                 547              
*     5963;BIDS;  passe     passe   
*     5963;RULE;                    
*     5964;DEAL;J3-AJ862-J86-AQ7, 87-KQT9-A742-K64, AKT9-73-T95-T952, Q6542-54-KQ3-J83
*     5964;DIRS;  North      East     South      West
*     5964;BIDS;    1C      passe       1P      passe   
*     5964;RULE;    16                  49              
*     5964;BIDS;   1SA      passe     passe     passe   
*     5964;RULE;   492                                  
*     5965;DEAL;QT6-K97-K532-A65, KJ532-J2-74-J974, 987-AQ63-AQT-T82, A4-T854-J986-KQ3
*     5965;DIRS;  North      East     South      West
*     5965;BIDS;    1K      passe      2SA      passe   
*     5965;RULE;    17                  72              
*     5965;BIDS;  passe     passe   
*     5965;RULE;                    
*     5966;DEAL;J6-KT72-AJ3-AKJ6, T9-QJ964-KT98-53, KQ732-53-764-972, A854-A8-Q52-QT84
*     5966;DIRS;  North      East     South      West
*     5966;BIDS;   1SA      passe       2C      passe   
*     5966;RULE;    10                 288              
*     5966;BIDS;  passe     passe   
*     5966;RULE;                    
*     5967;DEAL;4-AKJ-J9432-KJ92, AJ85-732-A75-T75, KT92-QT865-QT86, Q763-94-K-AQ8643
*     5967;DIRS;  North      East     South      West
*     5967;BIDS;    1K      passe       1C        2T    
*     5967;RULE;    17                  62       202    
*     5967;BIDS;  passe     passe     passe   
*     5967;RULE;                              
*     5968;DEAL;K752-84-943-AQ94, A64-9-KQT85-KJ32, QJT98-AQ7653-6-5, 3-KJT2-AJ72-T876
*     5968;DIRS;  North      East     South      West
*     5968;BIDS;  passe       1K        1C        3K    
*     5968;RULE;              17       190       151    
*     5968;BIDS;  passe     passe     passe   
*     5968;RULE;                              
*     5969;DEAL;KJ82-J852-8-8732, AT7-Q93-KQJT-Q95, 65-K76-7532-AKT4, Q943-AT4-A964-J6
*     5969;DIRS;  North      East     South      West
*     5969;BIDS;  passe       1K      passe       1P    
*     5969;RULE;              17                  61    
*     5969;BIDS;  passe      1SA      passe     passe   
*     5969;RULE;             491                        
*     5969;BIDS;  passe   
*     5969;RULE;          
*     5970;DEAL;KT2-T4-AT2-KQ752, 9743-AKJ8762-3-9, 65-Q5-KJ75-JT863, AQJ8-93-Q9864-A4
